iso3,year,Predicted_In_Need,Predicted_Requirements,Predicted_Funding,iso3_original,Funding_Gap,Risk_Flag
COG,2030,16628593.0,567348000.0,14777772.260444572,COG,552570195.7395555,True
RWA,2026,16628593.0,567348000.0,0.0,COG | AGO | TZA | UGA | ZMB | RWA,567347968.0,True
RWA,2027,16628593.0,567348000.0,0.0,COG | AGO | TZA | UGA | ZMB | RWA,567347968.0,True
RWA,2028,16628593.0,567348000.0,0.0,COG | AGO | TZA | UGA | ZMB | RWA,567347968.0,True
RWA,2029,16628593.0,567348000.0,0.0,COG | AGO | TZA | UGA | ZMB | RWA,567347968.0,True
RWA,2030,16628593.0,567348000.0,0.0,COG | AGO | TZA | UGA | ZMB | RWA,567347968.0,True
BDI,2026,16628593.0,567348000.0,0.0,COG | RWA | ZMB | TZA | UGA | AGO | BDI,567347968.0,True
BDI,2027,16628593.0,567348000.0,0.0,COG | RWA | ZMB | TZA | UGA | AGO | BDI,567347968.0,True
BDI,2028,16628593.0,567348000.0,0.0,COG | RWA | ZMB | TZA | UGA | AGO | BDI,567347968.0,True
BDI,2029,16628593.0,567348000.0,0.0,COG | RWA | ZMB | TZA | UGA | AGO | BDI,567347968.0,True
BDI,2030,16628593.0,567348000.0,0.0,COG | RWA | ZMB | TZA | UGA | AGO | BDI,567347968.0,True
COL,2026,18042102.0,385322020.0,354218275.6164424,COL,31103740.383557618,False
COL,2027,18042102.0,385322020.0,365391713.81197655,COL,19930302.188023448,False
COL,2028,18042102.0,385322020.0,376565152.0075108,COL,8756863.992489219,False
COL,2029,18042102.0,385322020.0,387769202.3624848,COL,-2447186.3624848127,False
COL,2030,18042102.0,385322020.0,398942640.55801886,COL,-13620624.558018863,False
CUB,2026,16628593.0,567348000.0,53241587.40671944,CUB,514106380.59328055,True
CUB,2027,16628593.0,567348000.0,54495077.650123596,CUB,512852890.3498764,True
CUB,2028,16628593.0,567348000.0,55748567.89352777,CUB,511599400.10647225,True
CUB,2029,16628593.0,567348000.0,57005492.35677688,CUB,510342475.6432231,True
CUB,2030,16628593.0,567348000.0,58258982.600181036,CUB,509088985.39981896,True
ECU,2026,16628593.0,567348000.0,0.0,CUW | DOM | GUY | TTO | BOL | BRA | CRI | ARG | ABW | MEX | COL | CHL | PAN | PRY | URY | PER | ECU,567347968.0,True
ECU,2027,16628593.0,567348000.0,0.0,CUW | DOM | GUY | TTO | BOL | BRA | CRI | ARG | ABW | MEX | COL | CHL | PAN | PRY | URY | PER | ECU,567347968.0,True
ECU,2028,16628593.0,567348000.0,0.0,CUW | DOM | GUY | TTO | BOL | BRA | CRI | ARG | ABW | MEX | COL | CHL | PAN | PRY | URY | PER | ECU,567347968.0,True
ECU,2029,16628593.0,567348000.0,0.0,CUW | DOM | GUY | TTO | BOL | BRA | CRI | ARG | ABW | MEX | COL | CHL | PAN | PRY | URY | PER | ECU,567347968.0,True
ECU,2030,16628593.0,567348000.0,0.0,CUW | DOM | GUY | TTO | BOL | BRA | CRI | ARG | ABW | MEX | COL | CHL | PAN | PRY | URY | PER | ECU,567347968.0,True
DJI,2026,16628593.0,567348000.0,95748008.20991199,DJI,471599959.790088,True
DJI,2027,16628593.0,567348000.0,99001493.9071489,DJI,468346474.0928511,True
DJI,2028,16628593.0,567348000.0,102254979.60438578,DJI,465092988.3956142,True
DJI,2029,16628593.0,567348000.0,105517378.96106717,DJI,461830589.0389328,True
DJI,2030,16628593.0,567348000.0,108770864.65830408,DJI,458577103.3416959,True
TZA,2026,16628593.0,567348000.0,0.0,DJI | ETH | SOM | KEN | TZA,567347968.0,True
TZA,2027,16628593.0,567348000.0,0.0,DJI | ETH | SOM | KEN | TZA,567347968.0,True
TZA,2028,16628593.0,567348000.0,0.0,DJI | ETH | SOM | KEN | TZA,567347968.0,True
TZA,2029,16628593.0,567348000.0,0.0,DJI | ETH | SOM | KEN | TZA,567347968.0,True
TZA,2030,16628593.0,567348000.0,0.0,DJI | ETH | SOM | KEN | TZA,567347968.0,True
SOM,2026,16628593.0,567348000.0,0.0,DJI | ETH | YEM | SOM,567347968.0,True
SOM,2027,16628593.0,567348000.0,0.0,DJI | ETH | YEM | SOM,567347968.0,True
SOM,2028,16628593.0,567348000.0,0.0,DJI | ETH | YEM | SOM,567347968.0,True
SOM,2029,16628593.0,567348000.0,0.0,DJI | ETH | YEM | SOM,567347968.0,True
SOM,2030,16628593.0,567348000.0,0.0,DJI | ETH | YEM | SOM,567347968.0,True
ETH,2026,16628593.0,567348000.0,0.0,DJI | SOM | ETH,567347968.0,True
ETH,2027,16628593.0,567348000.0,0.0,DJI | SOM | ETH,567347968.0,True
ETH,2028,16628593.0,567348000.0,0.0,DJI | SOM | ETH,567347968.0,True
ETH,2029,16628593.0,567348000.0,0.0,DJI | SOM | ETH,567347968.0,True
ETH,2030,16628593.0,567348000.0,0.0,DJI | SOM | ETH,567347968.0,True
ETH,2026,16628593.0,567348000.0,0.0,DJI | YEM | SOM | ETH,567347968.0,True
ETH,2027,16628593.0,567348000.0,0.0,DJI | YEM | SOM | ETH,567347968.0,True
ETH,2028,16628593.0,567348000.0,0.0,DJI | YEM | SOM | ETH,567347968.0,True
ETH,2029,16628593.0,567348000.0,0.0,DJI | YEM | SOM | ETH,567347968.0,True
ETH,2030,16628593.0,567348000.0,0.0,DJI | YEM | SOM | ETH,567347968.0,True
DMA,2026,16628593.0,567348000.0,0.0,DMA,567347968.0,True
DMA,2027,16628593.0,567348000.0,0.0,DMA,567347968.0,True
DMA,2028,16628593.0,567348000.0,0.0,DMA,567347968.0,True
DMA,2029,16628593.0,567348000.0,0.0,DMA,567347968.0,True
DMA,2030,16628593.0,567348000.0,0.0,DMA,567347968.0,True
DOM,2026,16628593.0,567348000.0,0.0,DOM,567347968.0,True
DOM,2027,16628593.0,567348000.0,0.0,DOM,567347968.0,True
DOM,2028,16628593.0,567348000.0,0.0,DOM,567347968.0,True
DOM,2029,16628593.0,567348000.0,0.0,DOM,567347968.0,True
DOM,2030,16628593.0,567348000.0,0.0,DOM,567347968.0,True
ECU,2026,16628593.0,567348000.0,0.0,ECU,567347968.0,True
ECU,2027,16628593.0,567348000.0,0.0,ECU,567347968.0,True
ECU,2028,16628593.0,567348000.0,0.0,ECU,567347968.0,True
ECU,2029,16628593.0,567348000.0,0.0,ECU,567347968.0,True
ECU,2030,16628593.0,567348000.0,0.0,ECU,567347968.0,True
GUY,2026,16628593.0,567348000.0,0.0,ECU | BRA | COL | MEX | CHL | DOM | TTO | PAN | BOL | ARG | CRI | CUW | PRY | URY | ABW | PER | GUY,567347968.0,True
GUY,2027,16628593.0,567348000.0,0.0,ECU | BRA | COL | MEX | CHL | DOM | TTO | PAN | BOL | ARG | CRI | CUW | PRY | URY | ABW | PER | GUY,567347968.0,True
GUY,2028,16628593.0,567348000.0,0.0,ECU | BRA | COL | MEX | CHL | DOM | TTO | PAN | BOL | ARG | CRI | CUW | PRY | URY | ABW | PER | GUY,567347968.0,True
GUY,2029,16628593.0,567348000.0,0.0,ECU | BRA | COL | MEX | CHL | DOM | TTO | PAN | BOL | ARG | CRI | CUW | PRY | URY | ABW | PER | GUY,567347968.0,True
GUY,2030,16628593.0,567348000.0,0.0,ECU | BRA | COL | MEX | CHL | DOM | TTO | PAN | BOL | ARG | CRI | CUW | PRY | URY | ABW | PER | GUY,567347968.0,True
ETH,2026,16628593.0,567348000.0,0.0,EGY | ETH,567347968.0,True
ETH,2027,16628593.0,567348000.0,0.0,EGY | ETH,567347968.0,True
ETH,2028,16628593.0,567348000.0,0.0,EGY | ETH,567347968.0,True
ETH,2029,16628593.0,567348000.0,0.0,EGY | ETH,567347968.0,True
ETH,2030,16628593.0,567348000.0,0.0,EGY | ETH,567347968.0,True
JOR,2026,16628593.0,567348000.0,0.0,EGY | IRQ | LBN | TUR | JOR,567347968.0,True
JOR,2027,16628593.0,567348000.0,0.0,EGY | IRQ | LBN | TUR | JOR,567347968.0,True
JOR,2028,16628593.0,567348000.0,0.0,EGY | IRQ | LBN | TUR | JOR,567347968.0,True
JOR,2029,16628593.0,567348000.0,0.0,EGY | IRQ | LBN | TUR | JOR,567347968.0,True
JOR,2030,16628593.0,567348000.0,0.0,EGY | IRQ | LBN | TUR | JOR,567347968.0,True
JOR,2026,16628593.0,567348000.0,0.0,EGY | TUR | LBN | JOR,567347968.0,True
JOR,2027,16628593.0,567348000.0,0.0,EGY | TUR | LBN | JOR,567347968.0,True
JOR,2028,16628593.0,567348000.0,0.0,EGY | TUR | LBN | JOR,567347968.0,True
JOR,2029,16628593.0,567348000.0,0.0,EGY | TUR | LBN | JOR,567347968.0,True
JOR,2030,16628593.0,567348000.0,0.0,EGY | TUR | LBN | JOR,567347968.0,True
ERI,2026,16628593.0,567348000.0,318159893.44354165,ERI,249188074.55645835,True
ERI,2027,16628593.0,567348000.0,326181549.0309572,ERI,241166418.96904278,True
ERI,2028,16628593.0,567348000.0,334203204.618373,ERI,233144763.38162702,True
ERI,2029,16628593.0,567348000.0,342246837.34438425,ERI,225101130.65561575,True
ERI,2030,16628593.0,567348000.0,350268492.93179995,ERI,217079475.06820005,True
DJI,2026,16628593.0,567348000.0,0.0,ERI | KEN | DJI,567347968.0,True
DJI,2027,16628593.0,567348000.0,0.0,ERI | KEN | DJI,567347968.0,True
DJI,2028,16628593.0,567348000.0,0.0,ERI | KEN | DJI,567347968.0,True
DJI,2029,16628593.0,567348000.0,0.0,ERI | KEN | DJI,567347968.0,True
DJI,2030,16628593.0,567348000.0,0.0,ERI | KEN | DJI,567347968.0,True
BGR,2026,16628593.0,567348000.0,0.0,EST | SVK | MDA | CZE | HUN | ROU | POL | LVA | LTU | BGR,567347968.0,True
BGR,2027,16628593.0,567348000.0,0.0,EST | SVK | MDA | CZE | HUN | ROU | POL | LVA | LTU | BGR,567347968.0,True
BGR,2028,16628593.0,567348000.0,0.0,EST | SVK | MDA | CZE | HUN | ROU | POL | LVA | LTU | BGR,567347968.0,True
BGR,2029,16628593.0,567348000.0,0.0,EST | SVK | MDA | CZE | HUN | ROU | POL | LVA | LTU | BGR,567347968.0,True
BGR,2030,16628593.0,567348000.0,0.0,EST | SVK | MDA | CZE | HUN | ROU | POL | LVA | LTU | BGR,567347968.0,True
ETH,2026,16628593.0,567348000.0,2865425585.1599236,ETH,-2298077617.1599236,False
ETH,2027,16628593.0,567348000.0,2992478597.029155,ETH,-2425130629.029155,False
ETH,2028,16628593.0,567348000.0,3119531608.8983865,ETH,-2552183640.8983865,False
